"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-07 03:54:00,18.7 ms,98.7 ms,14.1 ms,111 ms,1.10 ms,0.688 ms,0.683 ms,23.0 ms,98.8 ms,14.4 ms,110 ms,1.60 ms,0.618 ms,0.599 ms,24.2 ms,98.6 ms,14.9 ms,136 ms,1.04 ms,1.15 ms,1.38 ms,23.8 ms,98.8 ms,14.3 ms,108 ms,1.29 ms,0.586 ms,0.729 ms,109 ms,36.8 ms,24.2 ms,19.4 ms,23.0 ms,23.8 ms,37.8 ms,98.1 ms,15.2 ms,14.4 ms,14.1 ms,14.7 ms,109 ms,98.0 ms,98.6 ms,98.6 ms,98.9 ms,98.9 ms
2026-01-07 03:56:00,18.8 ms,98.7 ms,14.2 ms,111 ms,1.20 ms,0.501 ms,0.701 ms,22.9 ms,98.8 ms,14.4 ms,110 ms,1.30 ms,0.621 ms,0.835 ms,24.1 ms,98.6 ms,15.0 ms,136 ms,1.04 ms,3.39 ms,1.37 ms,23.2 ms,98.8 ms,16.5 ms,108 ms,1.67 ms,0.486 ms,0.797 ms,109 ms,36.8 ms,24.0 ms,19.0 ms,23.0 ms,23.1 ms,37.4 ms,98.0 ms,16.1 ms,14.1 ms,16.9 ms,14.5 ms,109 ms,98.1 ms,98.7 ms,98.6 ms,98.8 ms,98.8 ms
2026-01-07 03:58:00,18.8 ms,97.8 ms,14.4 ms,111 ms,1.17 ms,0.671 ms,0.747 ms,23.6 ms,98.8 ms,14.6 ms,110 ms,1.45 ms,0.697 ms,0.602 ms,24.0 ms,98.5 ms,16.7 ms,136 ms,0.999 ms,1.16 ms,1.30 ms,23.0 ms,97.8 ms,14.5 ms,108 ms,2.15 ms,0.583 ms,0.687 ms,109 ms,85.3 ms,24.4 ms,19.0 ms,23.3 ms,23.1 ms,38.6 ms,98.4 ms,15.0 ms,14.1 ms,14.4 ms,14.6 ms,110 ms,97.9 ms,99.7 ms,98.6 ms,98.9 ms,98.9 ms
2026-01-07 04:00:00,18.7 ms,97.8 ms,14.5 ms,111 ms,1.18 ms,0.444 ms,0.730 ms,22.8 ms,98.8 ms,14.6 ms,110 ms,1.55 ms,0.651 ms,0.639 ms,23.9 ms,98.5 ms,14.8 ms,136 ms,1.06 ms,1.40 ms,1.46 ms,23.0 ms,97.8 ms,14.4 ms,108 ms,1.28 ms,0.696 ms,0.896 ms,109 ms,38.3 ms,24.1 ms,19.3 ms,23.0 ms,23.4 ms,38.6 ms,98.2 ms,15.1 ms,14.4 ms,14.3 ms,14.4 ms,109 ms,98.3 ms,98.6 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:02:00,19.2 ms,97.8 ms,14.3 ms,111 ms,1.34 ms,0.454 ms,0.667 ms,22.8 ms,98.8 ms,23.3 ms,110 ms,1.35 ms,0.602 ms,0.582 ms,24.3 ms,99.9 ms,15.0 ms,136 ms,1.11 ms,1.24 ms,1.34 ms,23.2 ms,97.8 ms,58.5 ms,108 ms,1.13 ms,0.780 ms,0.762 ms,109 ms,37.3 ms,24.1 ms,19.2 ms,23.0 ms,22.8 ms,38.3 ms,97.9 ms,15.2 ms,14.1 ms,14.4 ms,14.5 ms,109 ms,97.8 ms,98.6 ms,97.7 ms,97.9 ms,98.8 ms
2026-01-07 04:04:00,18.7 ms,97.9 ms,14.2 ms,111 ms,1.14 ms,0.374 ms,0.690 ms,23.0 ms,98.8 ms,14.5 ms,110 ms,1.45 ms,0.632 ms,0.536 ms,24.1 ms,99.6 ms,14.9 ms,136 ms,1.15 ms,1.07 ms,1.51 ms,23.2 ms,97.8 ms,14.7 ms,108 ms,1.23 ms,0.556 ms,0.796 ms,109 ms,37.2 ms,24.2 ms,19.1 ms,23.5 ms,23.0 ms,37.6 ms,142 ms,15.4 ms,14.2 ms,14.2 ms,14.4 ms,109 ms,98.0 ms,99.6 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:06:00,19.0 ms,97.8 ms,14.2 ms,111 ms,1.05 ms,0.372 ms,0.670 ms,22.8 ms,98.9 ms,14.5 ms,110 ms,1.50 ms,0.648 ms,0.529 ms,23.9 ms,99.6 ms,14.9 ms,136 ms,1.22 ms,1.06 ms,1.35 ms,27.5 ms,97.9 ms,14.6 ms,108 ms,1.19 ms,0.354 ms,0.683 ms,109 ms,37.2 ms,24.3 ms,19.0 ms,23.6 ms,22.8 ms,37.3 ms,98.1 ms,15.3 ms,14.2 ms,14.2 ms,14.6 ms,109 ms,99.0 ms,99.5 ms,97.7 ms,97.9 ms,98.8 ms
2026-01-07 04:08:00,18.7 ms,97.8 ms,14.1 ms,111 ms,1.17 ms,0.462 ms,0.727 ms,22.7 ms,98.8 ms,14.9 ms,110 ms,1.38 ms,0.706 ms,0.661 ms,23.9 ms,98.5 ms,63.1 ms,136 ms,0.994 ms,1.37 ms,1.28 ms,23.1 ms,98.0 ms,14.1 ms,108 ms,1.08 ms,0.352 ms,0.868 ms,109 ms,37.4 ms,24.3 ms,19.0 ms,23.6 ms,23.0 ms,37.1 ms,97.8 ms,15.1 ms,14.2 ms,14.2 ms,14.6 ms,109 ms,98.0 ms,99.5 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:10:00,18.9 ms,97.9 ms,14.5 ms,111 ms,0.987 ms,0.454 ms,0.699 ms,22.7 ms,98.8 ms,14.7 ms,110 ms,1.63 ms,0.722 ms,0.575 ms,24.0 ms,98.5 ms,15.0 ms,136 ms,0.984 ms,1.22 ms,1.22 ms,23.2 ms,97.8 ms,15.8 ms,108 ms,1.15 ms,0.343 ms,0.683 ms,109 ms,37.5 ms,24.8 ms,19.4 ms,23.2 ms,22.7 ms,37.1 ms,98.0 ms,15.2 ms,14.1 ms,14.3 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:12:00,18.8 ms,97.8 ms,14.8 ms,111 ms,0.978 ms,0.350 ms,0.800 ms,22.8 ms,98.8 ms,14.9 ms,110 ms,1.43 ms,0.630 ms,0.678 ms,23.8 ms,98.6 ms,14.8 ms,136 ms,1.01 ms,1.19 ms,1.35 ms,23.1 ms,97.9 ms,36.3 ms,108 ms,1.02 ms,0.427 ms,0.734 ms,109 ms,37.4 ms,24.0 ms,19.1 ms,23.0 ms,23.2 ms,39.4 ms,98.0 ms,16.1 ms,14.4 ms,29.4 ms,14.7 ms,109 ms,97.9 ms,98.4 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-07 04:14:00,18.8 ms,97.8 ms,14.5 ms,111 ms,1.48 ms,0.456 ms,0.750 ms,23.7 ms,98.8 ms,14.7 ms,110 ms,1.53 ms,0.728 ms,0.657 ms,24.2 ms,98.5 ms,14.9 ms,136 ms,0.999 ms,1.29 ms,1.34 ms,23.1 ms,97.8 ms,14.5 ms,108 ms,1.06 ms,0.516 ms,0.811 ms,109 ms,37.5 ms,24.3 ms,18.9 ms,23.3 ms,22.7 ms,37.8 ms,97.9 ms,15.0 ms,14.4 ms,14.4 ms,14.7 ms,109 ms,97.8 ms,98.6 ms,97.7 ms,97.8 ms,98.9 ms
2026-01-07 04:16:00,18.8 ms,97.8 ms,14.1 ms,111 ms,1.14 ms,0.383 ms,0.701 ms,23.2 ms,98.8 ms,14.7 ms,110 ms,1.36 ms,0.657 ms,0.764 ms,23.8 ms,98.5 ms,14.9 ms,136 ms,1.12 ms,1.25 ms,1.41 ms,23.0 ms,97.8 ms,14.1 ms,108 ms,1.26 ms,0.346 ms,0.530 ms,109 ms,37.5 ms,24.1 ms,18.9 ms,22.9 ms,23.0 ms,39.1 ms,97.8 ms,15.1 ms,14.0 ms,14.5 ms,14.6 ms,109 ms,98.1 ms,98.5 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:18:00,18.7 ms,97.8 ms,14.2 ms,111 ms,1.16 ms,0.562 ms,0.639 ms,22.8 ms,98.8 ms,14.4 ms,110 ms,1.47 ms,0.645 ms,0.569 ms,25.3 ms,98.5 ms,14.7 ms,136 ms,1.11 ms,1.31 ms,1.33 ms,23.1 ms,97.8 ms,18.4 ms,108 ms,1.14 ms,0.513 ms,0.530 ms,109 ms,37.5 ms,23.9 ms,19.0 ms,23.3 ms,22.9 ms,37.4 ms,98.1 ms,14.8 ms,14.3 ms,14.1 ms,14.6 ms,109 ms,98.1 ms,98.6 ms,97.7 ms,98.0 ms,98.8 ms
2026-01-07 04:20:00,18.7 ms,97.8 ms,14.2 ms,111 ms,0.999 ms,0.453 ms,0.786 ms,22.6 ms,98.8 ms,14.5 ms,110 ms,1.36 ms,0.676 ms,0.583 ms,23.8 ms,98.5 ms,14.8 ms,136 ms,1.07 ms,1.27 ms,1.40 ms,23.0 ms,97.8 ms,14.4 ms,108 ms,1.05 ms,0.454 ms,0.713 ms,109 ms,37.4 ms,24.0 ms,19.0 ms,23.1 ms,22.7 ms,37.4 ms,119 ms,15.0 ms,14.3 ms,14.1 ms,16.4 ms,109 ms,97.9 ms,98.7 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:22:00,18.7 ms,97.8 ms,14.1 ms,111 ms,1.08 ms,0.433 ms,0.711 ms,23.1 ms,98.8 ms,14.5 ms,110 ms,1.65 ms,0.687 ms,0.791 ms,24.0 ms,98.5 ms,14.9 ms,136 ms,1.26 ms,1.12 ms,1.38 ms,23.2 ms,97.8 ms,14.3 ms,108 ms,1.15 ms,0.708 ms,0.608 ms,109 ms,37.2 ms,24.0 ms,18.9 ms,23.1 ms,22.7 ms,40.3 ms,98.2 ms,17.0 ms,14.2 ms,14.0 ms,14.4 ms,109 ms,97.9 ms,101 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-07 04:24:00,18.9 ms,97.9 ms,14.3 ms,111 ms,1.04 ms,0.485 ms,0.759 ms,22.8 ms,98.9 ms,16.7 ms,110 ms,1.74 ms,0.698 ms,0.622 ms,23.8 ms,98.6 ms,15.0 ms,136 ms,0.981 ms,1.08 ms,1.35 ms,23.4 ms,97.9 ms,14.4 ms,108 ms,1.19 ms,0.580 ms,0.827 ms,109 ms,37.2 ms,24.5 ms,19.3 ms,23.3 ms,22.9 ms,37.5 ms,98.0 ms,15.2 ms,14.1 ms,17.4 ms,14.7 ms,109 ms,97.9 ms,98.5 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:26:00,18.8 ms,97.9 ms,14.2 ms,111 ms,1.06 ms,0.402 ms,0.780 ms,23.0 ms,98.9 ms,14.5 ms,110 ms,1.34 ms,0.589 ms,0.595 ms,24.1 ms,98.5 ms,14.6 ms,136 ms,0.998 ms,1.05 ms,1.36 ms,23.3 ms,97.8 ms,14.1 ms,108 ms,1.28 ms,0.504 ms,0.528 ms,109 ms,37.2 ms,24.6 ms,18.9 ms,23.2 ms,23.0 ms,37.4 ms,97.8 ms,15.5 ms,14.2 ms,14.4 ms,14.7 ms,109 ms,98.0 ms,98.6 ms,97.7 ms,97.9 ms,98.9 ms
2026-01-07 04:28:00,19.0 ms,98.6 ms,14.3 ms,111 ms,1.05 ms,0.422 ms,0.836 ms,22.7 ms,98.9 ms,14.7 ms,110 ms,1.76 ms,0.574 ms,0.659 ms,24.0 ms,100.0 ms,14.7 ms,136 ms,1.14 ms,1.12 ms,1.38 ms,23.3 ms,98.8 ms,14.2 ms,108 ms,1.32 ms,0.421 ms,0.708 ms,109 ms,37.5 ms,24.2 ms,19.0 ms,23.2 ms,23.1 ms,38.9 ms,97.9 ms,14.8 ms,14.2 ms,14.2 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:30:00,19.4 ms,98.6 ms,14.2 ms,111 ms,1.83 ms,0.491 ms,0.725 ms,22.8 ms,98.9 ms,14.9 ms,110 ms,1.56 ms,0.769 ms,0.633 ms,24.2 ms,98.5 ms,16.7 ms,136 ms,0.988 ms,1.06 ms,1.28 ms,23.0 ms,98.8 ms,14.0 ms,108 ms,1.22 ms,0.406 ms,0.516 ms,109 ms,38.9 ms,24.2 ms,19.5 ms,23.5 ms,22.9 ms,38.9 ms,97.8 ms,15.5 ms,14.3 ms,14.1 ms,14.7 ms,109 ms,98.0 ms,323 ms,98.5 ms,98.8 ms,98.9 ms
2026-01-07 04:32:00,18.8 ms,98.6 ms,14.3 ms,111 ms,1.19 ms,0.409 ms,0.779 ms,22.6 ms,98.9 ms,14.5 ms,110 ms,1.38 ms,0.599 ms,0.715 ms,24.3 ms,98.6 ms,15.0 ms,136 ms,1.00 ms,1.07 ms,1.36 ms,23.1 ms,99.0 ms,14.2 ms,108 ms,1.16 ms,0.396 ms,0.791 ms,110 ms,37.4 ms,23.9 ms,18.8 ms,23.3 ms,23.3 ms,37.5 ms,97.9 ms,15.1 ms,14.5 ms,14.1 ms,14.8 ms,109 ms,126 ms,99.0 ms,98.6 ms,98.8 ms,98.8 ms
2026-01-07 04:34:00,19.2 ms,97.8 ms,14.2 ms,111 ms,1.01 ms,0.366 ms,0.704 ms,23.1 ms,98.8 ms,14.8 ms,110 ms,1.45 ms,0.651 ms,0.618 ms,24.2 ms,98.6 ms,15.0 ms,136 ms,0.975 ms,1.34 ms,1.44 ms,23.0 ms,97.8 ms,14.6 ms,108 ms,1.24 ms,0.646 ms,0.546 ms,109 ms,37.5 ms,24.2 ms,19.0 ms,23.3 ms,22.8 ms,38.2 ms,97.9 ms,15.2 ms,14.1 ms,14.0 ms,14.6 ms,109 ms,98.1 ms,98.5 ms,98.5 ms,97.7 ms,98.8 ms
2026-01-07 04:36:00,18.9 ms,97.9 ms,14.1 ms,111 ms,1.04 ms,0.398 ms,0.679 ms,22.8 ms,98.8 ms,14.6 ms,110 ms,1.52 ms,0.664 ms,0.676 ms,24.3 ms,117 ms,15.5 ms,136 ms,1.03 ms,0.994 ms,1.36 ms,22.9 ms,98.1 ms,17.4 ms,108 ms,1.24 ms,0.497 ms,0.712 ms,109 ms,37.5 ms,24.1 ms,19.0 ms,23.4 ms,22.8 ms,38.3 ms,97.9 ms,15.4 ms,14.1 ms,14.0 ms,14.9 ms,109 ms,97.9 ms,98.5 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:38:00,19.3 ms,97.8 ms,14.2 ms,111 ms,1.10 ms,0.493 ms,0.713 ms,23.1 ms,98.9 ms,14.7 ms,110 ms,1.48 ms,0.578 ms,0.567 ms,23.9 ms,98.5 ms,15.5 ms,136 ms,0.979 ms,0.996 ms,1.42 ms,23.1 ms,97.8 ms,14.3 ms,108 ms,1.11 ms,0.528 ms,0.730 ms,110 ms,37.6 ms,24.0 ms,18.9 ms,23.2 ms,23.2 ms,39.5 ms,97.8 ms,14.9 ms,14.9 ms,14.2 ms,14.6 ms,110 ms,97.9 ms,98.5 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:40:00,19.0 ms,97.7 ms,14.4 ms,111 ms,0.980 ms,0.589 ms,0.671 ms,22.7 ms,98.8 ms,14.7 ms,110 ms,1.35 ms,0.736 ms,0.501 ms,25.2 ms,99.6 ms,15.2 ms,136 ms,0.991 ms,0.984 ms,1.39 ms,23.0 ms,97.9 ms,14.6 ms,108 ms,1.24 ms,0.306 ms,0.736 ms,109 ms,40.2 ms,23.9 ms,19.4 ms,23.4 ms,22.8 ms,39.5 ms,98.7 ms,14.9 ms,14.1 ms,15.2 ms,14.5 ms,109 ms,98.6 ms,99.8 ms,97.7 ms,97.8 ms,98.8 ms
2026-01-07 04:42:00,19.0 ms,98.6 ms,14.2 ms,111 ms,5.92 ms,0.369 ms,0.792 ms,22.7 ms,98.8 ms,14.6 ms,110 ms,1.40 ms,0.714 ms,0.659 ms,24.1 ms,99.7 ms,15.0 ms,136 ms,9.43 ms,1.05 ms,1.37 ms,24.2 ms,98.8 ms,14.3 ms,108 ms,1.32 ms,0.575 ms,0.816 ms,109 ms,37.6 ms,24.4 ms,19.0 ms,23.1 ms,22.8 ms,37.3 ms,97.8 ms,15.0 ms,14.2 ms,14.1 ms,14.5 ms,109 ms,98.0 ms,99.7 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-07 04:44:00,19.4 ms,98.6 ms,14.1 ms,111 ms,1.98 ms,0.467 ms,0.685 ms,23.0 ms,98.8 ms,14.7 ms,110 ms,2.18 ms,0.565 ms,0.619 ms,24.3 ms,99.6 ms,15.3 ms,136 ms,1.13 ms,0.994 ms,1.45 ms,23.1 ms,98.8 ms,14.2 ms,108 ms,1.31 ms,0.447 ms,0.686 ms,109 ms,37.1 ms,24.0 ms,19.0 ms,23.2 ms,22.8 ms,38.3 ms,97.9 ms,14.9 ms,14.1 ms,14.1 ms,14.5 ms,109 ms,100 ms,99.6 ms,324 ms,98.7 ms,98.8 ms
2026-01-07 04:46:00,18.8 ms,98.6 ms,14.1 ms,111 ms,1.09 ms,0.534 ms,0.642 ms,22.9 ms,98.8 ms,14.7 ms,110 ms,1.42 ms,0.643 ms,0.604 ms,23.8 ms,99.7 ms,15.8 ms,136 ms,0.941 ms,1.21 ms,1.42 ms,23.3 ms,98.8 ms,14.2 ms,108 ms,1.12 ms,0.651 ms,0.796 ms,110 ms,37.1 ms,24.6 ms,18.9 ms,23.2 ms,22.9 ms,37.6 ms,97.8 ms,14.9 ms,20.8 ms,14.3 ms,14.7 ms,109 ms,97.8 ms,99.5 ms,98.6 ms,98.8 ms,98.8 ms
2026-01-07 04:48:00,18.8 ms,98.6 ms,15.1 ms,111 ms,1.05 ms,0.399 ms,0.672 ms,22.7 ms,98.8 ms,14.6 ms,110 ms,3.43 ms,0.605 ms,0.600 ms,23.8 ms,98.6 ms,15.1 ms,136 ms,1.01 ms,1.52 ms,1.38 ms,23.0 ms,98.8 ms,14.4 ms,108 ms,1.26 ms,0.346 ms,0.520 ms,109 ms,37.5 ms,24.2 ms,18.9 ms,23.3 ms,23.1 ms,37.6 ms,97.9 ms,16.8 ms,14.1 ms,14.1 ms,14.6 ms,109 ms,97.8 ms,98.4 ms,98.6 ms,98.8 ms,98.8 ms
2026-01-07 04:50:00,19.2 ms,98.8 ms,26.2 ms,111 ms,32.4 ms,0.398 ms,0.709 ms,22.7 ms,98.8 ms,14.6 ms,110 ms,1.33 ms,0.606 ms,0.781 ms,24.1 ms,98.6 ms,15.1 ms,136 ms,1.06 ms,1.20 ms,1.32 ms,23.1 ms,98.8 ms,14.2 ms,108 ms,1.18 ms,0.559 ms,0.760 ms,109 ms,38.0 ms,24.2 ms,18.9 ms,23.9 ms,22.7 ms,37.6 ms,97.9 ms,16.4 ms,14.3 ms,14.3 ms,14.9 ms,109 ms,98.0 ms,98.6 ms,98.6 ms,98.8 ms,98.9 ms
2026-01-07 04:52:00,19.0 ms,98.6 ms,15.0 ms,111 ms,1.18 ms,0.490 ms,0.708 ms,22.9 ms,98.9 ms,14.7 ms,110 ms,1.55 ms,0.822 ms,0.583 ms,23.9 ms,98.8 ms,15.2 ms,136 ms,1.25 ms,1.06 ms,1.36 ms,23.1 ms,98.8 ms,14.2 ms,108 ms,1.56 ms,0.604 ms,0.952 ms,109 ms,37.6 ms,24.2 ms,19.0 ms,23.1 ms,22.8 ms,37.6 ms,98.1 ms,15.2 ms,14.7 ms,14.8 ms,14.7 ms,109 ms,97.8 ms,98.6 ms,98.6 ms,98.8 ms,98.9 ms
2026-01-07 04:54:00,18.9 ms,98.1 ms,14.2 ms,111 ms,1.05 ms,0.411 ms,0.749 ms,22.8 ms,98.8 ms,17.2 ms,110 ms,1.64 ms,0.658 ms,0.584 ms,24.0 ms,98.6 ms,15.2 ms,136 ms,1.07 ms,1.08 ms,1.44 ms,23.1 ms,97.8 ms,14.0 ms,108 ms,1.02 ms,0.419 ms,0.723 ms,109 ms,56.4 ms,23.9 ms,18.9 ms,23.2 ms,22.9 ms,56.1 ms,97.9 ms,15.1 ms,14.0 ms,22.7 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,98.8 ms,98.9 ms,98.9 ms
2026-01-07 04:56:00,19.0 ms,97.8 ms,14.3 ms,111 ms,1.15 ms,0.457 ms,0.674 ms,23.1 ms,98.9 ms,14.5 ms,110 ms,1.34 ms,0.604 ms,0.619 ms,24.1 ms,98.5 ms,14.9 ms,136 ms,1.00 ms,1.06 ms,1.41 ms,23.2 ms,97.7 ms,14.9 ms,108 ms,1.15 ms,0.466 ms,0.604 ms,109 ms,56.4 ms,24.3 ms,18.9 ms,23.3 ms,23.5 ms,37.8 ms,97.9 ms,14.9 ms,14.1 ms,14.2 ms,14.9 ms,109 ms,97.9 ms,98.7 ms,97.8 ms,97.8 ms,98.9 ms
2026-01-07 04:58:00,19.2 ms,98.0 ms,14.1 ms,111 ms,1.08 ms,0.489 ms,0.780 ms,23.2 ms,98.9 ms,14.6 ms,110 ms,1.50 ms,0.747 ms,0.605 ms,23.6 ms,98.5 ms,15.1 ms,136 ms,1.08 ms,1.09 ms,1.37 ms,23.2 ms,97.8 ms,14.1 ms,108 ms,1.29 ms,0.483 ms,0.995 ms,109 ms,37.9 ms,24.0 ms,18.9 ms,23.0 ms,23.2 ms,37.3 ms,97.9 ms,15.0 ms,14.7 ms,14.1 ms,14.5 ms,109 ms,97.9 ms,98.6 ms,97.7 ms,97.7 ms,98.9 ms
2026-01-07 05:00:00,18.9 ms,97.8 ms,14.8 ms,111 ms,1.000 ms,0.545 ms,0.777 ms,22.8 ms,98.9 ms,14.4 ms,110 ms,1.54 ms,0.628 ms,0.611 ms,23.7 ms,98.5 ms,15.0 ms,136 ms,0.959 ms,1.33 ms,1.44 ms,23.1 ms,97.8 ms,14.2 ms,108 ms,1.35 ms,0.643 ms,0.939 ms,109 ms,37.6 ms,23.7 ms,19.0 ms,23.0 ms,22.7 ms,37.3 ms,98.0 ms,15.1 ms,14.1 ms,14.1 ms,14.7 ms,109 ms,97.8 ms,101 ms,97.9 ms,97.8 ms,98.8 ms
