"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-05 06:55:00,18.8 ms,98.0 ms,14.4 ms,111 ms,1.17 ms,0.457 ms,0.734 ms,22.7 ms,98.0 ms,15.2 ms,110 ms,1.54 ms,0.651 ms,0.746 ms,23.8 ms,98.6 ms,14.9 ms,136 ms,1.14 ms,1.00 ms,1.41 ms,23.3 ms,97.8 ms,14.3 ms,108 ms,1.16 ms,0.544 ms,0.698 ms,109 ms,38.2 ms,24.2 ms,18.9 ms,23.2 ms,23.4 ms,38.8 ms,98.7 ms,14.8 ms,14.2 ms,14.1 ms,15.4 ms,109 ms,99.4 ms,35.1 ms,98.5 ms,97.9 ms,97.7 ms,97.9 ms
2026-01-05 07:00:00,19.0 ms,97.8 ms,15.8 ms,111 ms,1.21 ms,0.372 ms,0.678 ms,22.6 ms,98.1 ms,16.3 ms,110 ms,1.55 ms,0.572 ms,0.550 ms,23.7 ms,98.6 ms,15.3 ms,136 ms,1.17 ms,1.04 ms,1.36 ms,23.1 ms,97.8 ms,14.2 ms,108 ms,1.14 ms,0.398 ms,0.709 ms,110 ms,38.4 ms,23.7 ms,18.9 ms,23.1 ms,23.1 ms,38.5 ms,99.3 ms,15.2 ms,15.1 ms,14.4 ms,15.2 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,97.8 ms,97.7 ms,98.1 ms
2026-01-05 07:05:00,18.8 ms,97.9 ms,14.4 ms,111 ms,1.29 ms,0.488 ms,0.700 ms,22.7 ms,98.0 ms,15.0 ms,110 ms,1.46 ms,0.584 ms,0.748 ms,23.9 ms,99.1 ms,15.2 ms,136 ms,1.04 ms,1.10 ms,1.39 ms,23.4 ms,97.7 ms,14.7 ms,108 ms,0.998 ms,0.560 ms,0.703 ms,109 ms,38.1 ms,23.6 ms,18.8 ms,23.4 ms,22.7 ms,37.8 ms,98.6 ms,15.1 ms,14.2 ms,14.1 ms,15.2 ms,109 ms,99.1 ms,35.1 ms,98.8 ms,98.0 ms,97.7 ms,98.1 ms
2026-01-05 07:10:00,18.8 ms,98.9 ms,14.2 ms,111 ms,1.20 ms,0.594 ms,0.562 ms,22.7 ms,98.0 ms,15.2 ms,110 ms,1.47 ms,0.585 ms,0.634 ms,24.4 ms,98.7 ms,15.1 ms,136 ms,1.05 ms,0.970 ms,1.30 ms,23.2 ms,98.6 ms,14.0 ms,108 ms,1.04 ms,0.503 ms,0.894 ms,110 ms,41.0 ms,24.3 ms,18.9 ms,23.1 ms,23.1 ms,38.4 ms,98.5 ms,14.9 ms,17.3 ms,14.5 ms,18.6 ms,109 ms,98.5 ms,35.1 ms,98.9 ms,99.0 ms,98.8 ms,98.0 ms
2026-01-05 07:15:00,19.0 ms,97.9 ms,14.3 ms,111 ms,1.23 ms,0.588 ms,0.619 ms,22.9 ms,98.0 ms,15.1 ms,110 ms,1.37 ms,0.609 ms,0.586 ms,23.7 ms,103 ms,15.0 ms,136 ms,1.03 ms,1.30 ms,1.46 ms,23.4 ms,97.7 ms,14.2 ms,108 ms,1.16 ms,0.576 ms,0.716 ms,110 ms,38.1 ms,23.9 ms,19.2 ms,23.3 ms,22.7 ms,37.7 ms,98.6 ms,15.1 ms,14.6 ms,14.1 ms,15.4 ms,109 ms,99.2 ms,35.1 ms,98.6 ms,97.9 ms,97.9 ms,98.0 ms
2026-01-05 07:20:00,19.2 ms,97.9 ms,14.7 ms,111 ms,1.34 ms,0.392 ms,0.772 ms,22.9 ms,98.1 ms,15.3 ms,110 ms,1.53 ms,0.618 ms,0.537 ms,23.9 ms,98.6 ms,15.5 ms,136 ms,0.976 ms,1.00 ms,1.48 ms,23.4 ms,97.7 ms,14.3 ms,108 ms,1.00 ms,0.495 ms,0.764 ms,118 ms,38.3 ms,24.2 ms,19.1 ms,23.5 ms,23.1 ms,37.8 ms,98.6 ms,14.7 ms,14.3 ms,14.2 ms,15.3 ms,109 ms,98.6 ms,35.1 ms,98.8 ms,98.0 ms,97.8 ms,98.1 ms
2026-01-05 07:25:00,19.1 ms,98.0 ms,14.5 ms,111 ms,1.07 ms,0.358 ms,0.676 ms,22.9 ms,98.0 ms,15.2 ms,110 ms,1.40 ms,0.546 ms,0.673 ms,23.9 ms,98.8 ms,15.2 ms,136 ms,1.07 ms,1.04 ms,1.50 ms,23.3 ms,97.8 ms,14.1 ms,108 ms,1.09 ms,0.434 ms,0.787 ms,109 ms,37.8 ms,24.1 ms,19.0 ms,23.2 ms,22.7 ms,37.8 ms,98.6 ms,15.0 ms,14.4 ms,14.0 ms,15.1 ms,110 ms,98.6 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.0 ms
2026-01-05 07:30:00,19.2 ms,98.8 ms,14.4 ms,111 ms,1.26 ms,0.343 ms,0.859 ms,22.9 ms,98.0 ms,15.2 ms,110 ms,1.55 ms,0.850 ms,0.610 ms,23.8 ms,98.6 ms,15.2 ms,136 ms,0.965 ms,1.16 ms,1.45 ms,23.2 ms,98.6 ms,14.3 ms,108 ms,1.04 ms,0.658 ms,0.753 ms,110 ms,37.7 ms,23.9 ms,19.0 ms,23.3 ms,22.9 ms,37.7 ms,99.0 ms,15.1 ms,14.4 ms,14.2 ms,15.3 ms,109 ms,100 ms,35.1 ms,99.3 ms,99.0 ms,98.6 ms,98.0 ms
2026-01-05 07:35:00,18.7 ms,97.9 ms,14.7 ms,111 ms,1.29 ms,0.413 ms,0.657 ms,22.6 ms,98.9 ms,15.2 ms,110 ms,1.51 ms,0.771 ms,0.551 ms,24.1 ms,98.6 ms,15.1 ms,136 ms,0.989 ms,0.979 ms,1.37 ms,23.1 ms,97.7 ms,14.2 ms,108 ms,0.952 ms,0.720 ms,0.873 ms,110 ms,38.4 ms,24.1 ms,18.8 ms,23.3 ms,23.3 ms,38.5 ms,98.7 ms,16.1 ms,14.6 ms,16.8 ms,15.8 ms,109 ms,98.9 ms,35.1 ms,98.8 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-05 07:40:00,19.1 ms,97.9 ms,14.4 ms,111 ms,1.35 ms,0.541 ms,0.749 ms,22.7 ms,98.0 ms,15.2 ms,110 ms,1.47 ms,0.605 ms,0.666 ms,23.9 ms,98.6 ms,15.1 ms,136 ms,0.967 ms,0.976 ms,1.41 ms,23.5 ms,98.2 ms,14.1 ms,108 ms,1.32 ms,0.611 ms,0.660 ms,109 ms,38.0 ms,25.1 ms,19.1 ms,23.2 ms,22.7 ms,37.6 ms,98.7 ms,25.2 ms,14.3 ms,14.0 ms,15.1 ms,109 ms,99.3 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-05 07:45:00,19.1 ms,97.9 ms,14.6 ms,111 ms,1.27 ms,0.454 ms,0.698 ms,23.0 ms,98.0 ms,15.7 ms,110 ms,1.53 ms,0.616 ms,0.757 ms,25.5 ms,98.7 ms,15.5 ms,136 ms,1.22 ms,1.01 ms,1.32 ms,23.5 ms,97.7 ms,17.2 ms,108 ms,1.05 ms,0.470 ms,0.726 ms,109 ms,38.0 ms,25.1 ms,19.1 ms,23.3 ms,22.8 ms,37.8 ms,98.8 ms,15.0 ms,14.3 ms,14.4 ms,15.3 ms,109 ms,98.7 ms,35.1 ms,98.6 ms,98.0 ms,97.9 ms,97.9 ms
2026-01-05 07:50:00,18.8 ms,97.8 ms,14.7 ms,111 ms,1.32 ms,0.410 ms,0.669 ms,22.9 ms,98.0 ms,15.1 ms,110 ms,1.57 ms,0.691 ms,0.544 ms,24.0 ms,98.7 ms,15.0 ms,136 ms,1.02 ms,1.15 ms,1.39 ms,23.3 ms,97.7 ms,14.5 ms,108 ms,1.12 ms,0.425 ms,0.658 ms,110 ms,37.8 ms,24.2 ms,18.9 ms,23.1 ms,22.8 ms,38.3 ms,98.6 ms,15.0 ms,14.4 ms,14.1 ms,15.3 ms,109 ms,98.7 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-05 07:55:00,18.8 ms,97.8 ms,14.4 ms,111 ms,1.31 ms,0.527 ms,0.661 ms,23.2 ms,98.1 ms,15.2 ms,110 ms,1.39 ms,0.693 ms,0.714 ms,24.0 ms,98.7 ms,15.5 ms,136 ms,1.40 ms,0.974 ms,1.43 ms,23.2 ms,97.7 ms,21.0 ms,108 ms,1.47 ms,0.622 ms,0.608 ms,109 ms,37.9 ms,23.7 ms,19.0 ms,23.4 ms,22.7 ms,38.0 ms,98.8 ms,15.0 ms,14.3 ms,14.2 ms,28.4 ms,110 ms,98.6 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-05 08:00:00,18.8 ms,97.8 ms,14.4 ms,111 ms,1.34 ms,0.613 ms,0.638 ms,22.8 ms,98.0 ms,15.4 ms,110 ms,1.58 ms,0.498 ms,0.627 ms,24.2 ms,98.7 ms,15.0 ms,136 ms,0.983 ms,1.30 ms,1.38 ms,23.4 ms,97.8 ms,14.4 ms,108 ms,1.19 ms,0.529 ms,0.676 ms,109 ms,37.9 ms,24.0 ms,18.9 ms,23.5 ms,22.7 ms,37.5 ms,98.8 ms,16.9 ms,14.2 ms,14.2 ms,14.9 ms,109 ms,107 ms,35.1 ms,98.7 ms,97.8 ms,97.7 ms,98.0 ms
2026-01-05 08:05:00,23.2 ms,97.8 ms,14.4 ms,111 ms,1.08 ms,0.447 ms,0.617 ms,23.0 ms,98.8 ms,15.3 ms,110 ms,9.94 ms,0.536 ms,0.579 ms,32.6 ms,102 ms,14.9 ms,136 ms,1.07 ms,1.01 ms,1.30 ms,23.7 ms,98.1 ms,14.0 ms,108 ms,1.17 ms,0.664 ms,0.659 ms,109 ms,38.4 ms,23.9 ms,23.0 ms,23.6 ms,22.8 ms,38.3 ms,98.8 ms,15.1 ms,27.2 ms,14.2 ms,15.2 ms,110 ms,98.8 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.0 ms
2026-01-05 08:10:00,22.5 ms,97.8 ms,14.3 ms,111 ms,1.28 ms,0.479 ms,0.681 ms,22.1 ms,97.9 ms,15.2 ms,110 ms,1.54 ms,0.651 ms,0.582 ms,23.4 ms,99.7 ms,15.3 ms,136 ms,0.968 ms,1.20 ms,1.39 ms,23.0 ms,97.7 ms,14.8 ms,108 ms,1.13 ms,0.416 ms,0.724 ms,109 ms,37.3 ms,23.2 ms,22.5 ms,22.8 ms,22.5 ms,37.9 ms,98.7 ms,23.1 ms,14.4 ms,14.7 ms,15.3 ms,109 ms,98.8 ms,35.1 ms,99.7 ms,97.8 ms,97.8 ms,97.9 ms
2026-01-05 08:15:00,22.4 ms,97.8 ms,14.2 ms,111 ms,1.35 ms,0.605 ms,0.675 ms,22.7 ms,98.3 ms,15.3 ms,110 ms,1.40 ms,0.470 ms,0.592 ms,23.6 ms,99.8 ms,15.2 ms,136 ms,1.12 ms,1.12 ms,1.42 ms,22.8 ms,97.8 ms,14.3 ms,108 ms,1.36 ms,0.408 ms,0.667 ms,110 ms,37.3 ms,23.2 ms,22.5 ms,22.8 ms,22.3 ms,37.5 ms,104 ms,15.0 ms,14.3 ms,14.1 ms,15.3 ms,110 ms,98.8 ms,35.1 ms,99.6 ms,98.0 ms,97.7 ms,98.0 ms
2026-01-05 08:20:00,22.6 ms,99.0 ms,14.4 ms,111 ms,1.18 ms,0.630 ms,0.637 ms,22.3 ms,98.0 ms,15.8 ms,110 ms,1.34 ms,0.663 ms,0.665 ms,23.4 ms,98.8 ms,15.2 ms,136 ms,1.08 ms,3.10 ms,1.43 ms,22.8 ms,98.6 ms,14.3 ms,108 ms,1.18 ms,0.384 ms,0.779 ms,109 ms,37.4 ms,23.1 ms,22.7 ms,22.6 ms,22.0 ms,37.1 ms,98.6 ms,15.3 ms,17.5 ms,14.2 ms,15.1 ms,110 ms,98.8 ms,35.1 ms,99.3 ms,99.0 ms,98.7 ms,98.0 ms
2026-01-05 08:25:00,22.4 ms,97.9 ms,14.8 ms,111 ms,1.29 ms,0.604 ms,0.718 ms,22.1 ms,98.0 ms,15.3 ms,110 ms,1.37 ms,0.549 ms,0.698 ms,23.1 ms,98.5 ms,15.0 ms,136 ms,1.30 ms,1.30 ms,1.41 ms,22.6 ms,97.7 ms,14.0 ms,108 ms,1.53 ms,0.563 ms,0.657 ms,109 ms,37.4 ms,23.6 ms,22.6 ms,22.7 ms,22.2 ms,37.2 ms,98.5 ms,15.8 ms,14.5 ms,23.2 ms,15.1 ms,110 ms,98.5 ms,35.1 ms,98.7 ms,98.9 ms,97.7 ms,98.0 ms
2026-01-05 08:30:00,19.0 ms,97.8 ms,14.6 ms,111 ms,1.39 ms,0.383 ms,0.714 ms,23.2 ms,98.1 ms,15.2 ms,110 ms,1.45 ms,0.599 ms,0.753 ms,24.0 ms,98.6 ms,15.5 ms,136 ms,1.19 ms,0.972 ms,1.85 ms,23.6 ms,97.8 ms,14.2 ms,108 ms,1.10 ms,0.556 ms,0.657 ms,110 ms,37.0 ms,23.8 ms,18.9 ms,23.4 ms,23.3 ms,37.1 ms,98.7 ms,23.1 ms,14.3 ms,14.2 ms,15.0 ms,109 ms,99.2 ms,35.1 ms,98.8 ms,98.1 ms,97.8 ms,98.1 ms
2026-01-05 08:35:00,23.1 ms,97.8 ms,14.4 ms,111 ms,1.08 ms,0.455 ms,0.677 ms,22.6 ms,98.0 ms,15.2 ms,110 ms,1.60 ms,0.570 ms,0.669 ms,24.1 ms,99.7 ms,15.2 ms,136 ms,0.993 ms,0.973 ms,1.39 ms,22.6 ms,97.9 ms,14.8 ms,108 ms,1.13 ms,0.378 ms,0.709 ms,109 ms,38.0 ms,23.7 ms,23.1 ms,22.8 ms,22.9 ms,38.4 ms,106 ms,14.7 ms,14.9 ms,14.8 ms,15.2 ms,109 ms,98.7 ms,35.1 ms,99.6 ms,97.9 ms,97.7 ms,98.0 ms
2026-01-05 08:40:00,22.5 ms,97.9 ms,14.6 ms,111 ms,1.30 ms,0.639 ms,0.826 ms,22.1 ms,98.0 ms,15.3 ms,110 ms,1.35 ms,0.691 ms,0.673 ms,23.9 ms,99.8 ms,15.0 ms,136 ms,1.08 ms,1.10 ms,1.37 ms,22.7 ms,97.7 ms,15.1 ms,108 ms,1.06 ms,0.532 ms,0.669 ms,109 ms,37.5 ms,23.3 ms,22.6 ms,22.7 ms,22.2 ms,37.0 ms,99.0 ms,14.7 ms,14.4 ms,14.8 ms,15.1 ms,109 ms,98.8 ms,35.1 ms,98.6 ms,97.8 ms,97.7 ms,98.0 ms
2026-01-05 08:45:00,22.6 ms,97.8 ms,14.2 ms,111 ms,1.28 ms,0.654 ms,0.704 ms,22.4 ms,98.0 ms,16.0 ms,110 ms,1.40 ms,0.643 ms,0.621 ms,23.3 ms,99.6 ms,14.9 ms,136 ms,1.12 ms,1.00 ms,1.58 ms,22.5 ms,97.7 ms,14.9 ms,108 ms,1.19 ms,0.596 ms,0.682 ms,109 ms,37.6 ms,23.9 ms,22.4 ms,22.5 ms,22.2 ms,39.4 ms,99.1 ms,14.7 ms,14.1 ms,15.1 ms,15.1 ms,109 ms,98.6 ms,35.1 ms,99.6 ms,97.8 ms,97.7 ms,98.0 ms
2026-01-05 08:50:00,23.0 ms,97.8 ms,14.6 ms,111 ms,1.34 ms,0.576 ms,0.691 ms,23.6 ms,98.1 ms,15.6 ms,110 ms,1.32 ms,0.527 ms,0.645 ms,24.4 ms,98.7 ms,15.3 ms,136 ms,1.31 ms,19.2 ms,9.95 ms,23.5 ms,97.7 ms,14.2 ms,108 ms,5.34 ms,0.581 ms,0.684 ms,109 ms,37.6 ms,24.5 ms,23.1 ms,23.3 ms,23.7 ms,37.7 ms,98.6 ms,15.0 ms,14.6 ms,14.1 ms,15.3 ms,109 ms,98.6 ms,35.1 ms,98.8 ms,97.9 ms,97.8 ms,98.0 ms
2026-01-05 08:55:00,18.6 ms,98.8 ms,14.3 ms,111 ms,1.38 ms,0.430 ms,0.874 ms,23.4 ms,98.0 ms,15.4 ms,110 ms,1.60 ms,0.743 ms,0.564 ms,23.9 ms,98.7 ms,15.0 ms,136 ms,1.03 ms,1.38 ms,1.39 ms,23.3 ms,98.6 ms,14.2 ms,108 ms,1.26 ms,0.583 ms,0.935 ms,109 ms,38.6 ms,24.0 ms,18.9 ms,23.3 ms,22.7 ms,38.4 ms,101 ms,15.0 ms,14.7 ms,14.1 ms,15.1 ms,109 ms,98.5 ms,35.1 ms,101 ms,98.8 ms,98.8 ms,98.0 ms
2026-01-05 09:00:00,18.7 ms,98.8 ms,14.7 ms,111 ms,1.17 ms,0.386 ms,0.847 ms,22.9 ms,98.2 ms,15.9 ms,110 ms,1.49 ms,0.595 ms,0.664 ms,24.1 ms,98.6 ms,15.4 ms,136 ms,1.18 ms,1.03 ms,1.34 ms,23.3 ms,98.6 ms,14.2 ms,108 ms,1.43 ms,0.688 ms,0.714 ms,109 ms,38.3 ms,23.8 ms,18.9 ms,23.2 ms,22.9 ms,37.9 ms,98.8 ms,15.2 ms,14.5 ms,14.2 ms,15.2 ms,109 ms,98.5 ms,35.1 ms,98.9 ms,98.9 ms,98.8 ms,98.3 ms
2026-01-05 09:05:00,18.8 ms,98.8 ms,14.2 ms,111 ms,1.25 ms,0.393 ms,0.861 ms,22.6 ms,98.0 ms,15.2 ms,110 ms,1.37 ms,0.787 ms,0.686 ms,24.1 ms,98.7 ms,48.2 ms,136 ms,1.10 ms,1.07 ms,1.38 ms,23.3 ms,98.6 ms,14.9 ms,108 ms,1.20 ms,0.504 ms,0.739 ms,110 ms,38.0 ms,24.1 ms,18.7 ms,23.6 ms,23.3 ms,37.4 ms,98.5 ms,15.1 ms,14.3 ms,14.7 ms,15.2 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,98.9 ms,98.6 ms,98.3 ms
2026-01-05 09:10:00,19.0 ms,98.8 ms,14.6 ms,111 ms,1.11 ms,0.491 ms,0.733 ms,22.7 ms,98.1 ms,15.4 ms,110 ms,1.57 ms,0.507 ms,0.800 ms,23.8 ms,98.7 ms,15.2 ms,136 ms,1.14 ms,1.11 ms,1.39 ms,23.3 ms,98.6 ms,14.3 ms,108 ms,1.45 ms,0.621 ms,0.702 ms,109 ms,38.0 ms,24.4 ms,18.8 ms,23.5 ms,22.8 ms,37.7 ms,98.8 ms,14.9 ms,14.4 ms,14.2 ms,15.1 ms,109 ms,98.6 ms,35.1 ms,98.5 ms,98.8 ms,98.7 ms,98.0 ms
2026-01-05 09:15:00,19.2 ms,98.8 ms,14.5 ms,111 ms,1.26 ms,0.580 ms,0.662 ms,22.7 ms,98.0 ms,15.1 ms,110 ms,1.51 ms,0.606 ms,0.597 ms,24.1 ms,105 ms,14.9 ms,136 ms,1.10 ms,1.22 ms,1.47 ms,23.2 ms,98.6 ms,16.8 ms,108 ms,7.27 ms,0.483 ms,0.752 ms,109 ms,37.7 ms,24.4 ms,19.1 ms,23.3 ms,22.8 ms,37.6 ms,99.1 ms,14.8 ms,14.6 ms,14.0 ms,15.0 ms,110 ms,98.9 ms,35.1 ms,98.8 ms,98.9 ms,98.6 ms,98.0 ms
2026-01-05 09:20:00,18.9 ms,97.9 ms,14.5 ms,111 ms,1.02 ms,0.402 ms,0.830 ms,23.0 ms,98.0 ms,14.9 ms,110 ms,1.75 ms,0.816 ms,0.697 ms,24.2 ms,99.6 ms,14.8 ms,136 ms,0.992 ms,1.14 ms,1.52 ms,23.1 ms,97.9 ms,14.6 ms,108 ms,1.36 ms,0.472 ms,0.803 ms,110 ms,37.6 ms,24.1 ms,18.8 ms,23.5 ms,23.6 ms,38.1 ms,99.0 ms,14.6 ms,14.5 ms,14.8 ms,14.9 ms,109 ms,98.8 ms,35.1 ms,99.6 ms,98.0 ms,97.7 ms,98.0 ms
2026-01-05 09:25:00,18.9 ms,98.0 ms,21.3 ms,111 ms,1.25 ms,0.443 ms,0.645 ms,22.7 ms,98.1 ms,15.0 ms,110 ms,1.49 ms,0.591 ms,0.722 ms,24.3 ms,99.7 ms,14.8 ms,136 ms,0.995 ms,1.00 ms,1.49 ms,23.7 ms,98.0 ms,14.5 ms,108 ms,1.15 ms,0.403 ms,0.819 ms,109 ms,38.2 ms,23.7 ms,18.9 ms,23.4 ms,22.7 ms,37.9 ms,98.6 ms,14.8 ms,23.3 ms,14.1 ms,14.9 ms,110 ms,99.1 ms,35.1 ms,99.6 ms,98.4 ms,97.7 ms,98.0 ms
2026-01-05 09:30:00,18.8 ms,97.9 ms,14.7 ms,111 ms,1.23 ms,0.474 ms,0.651 ms,22.6 ms,98.2 ms,15.0 ms,110 ms,1.46 ms,0.642 ms,0.581 ms,24.0 ms,98.7 ms,14.9 ms,136 ms,0.971 ms,1.01 ms,1.66 ms,23.1 ms,97.8 ms,14.9 ms,108 ms,1.12 ms,0.516 ms,1.05 ms,109 ms,37.7 ms,23.8 ms,18.9 ms,23.6 ms,22.8 ms,37.7 ms,98.6 ms,15.1 ms,14.5 ms,15.1 ms,15.2 ms,110 ms,98.5 ms,35.1 ms,98.9 ms,97.7 ms,97.9 ms,98.2 ms
2026-01-05 09:35:00,19.0 ms,97.8 ms,14.6 ms,111 ms,1.16 ms,0.582 ms,0.754 ms,23.1 ms,98.0 ms,15.2 ms,110 ms,1.56 ms,1.47 ms,0.614 ms,23.9 ms,98.8 ms,15.1 ms,136 ms,1.06 ms,5.08 ms,1.41 ms,23.2 ms,97.9 ms,14.1 ms,108 ms,1.58 ms,0.586 ms,0.568 ms,109 ms,37.9 ms,30.0 ms,18.9 ms,23.4 ms,22.8 ms,38.0 ms,98.7 ms,14.9 ms,14.5 ms,14.0 ms,16.3 ms,109 ms,100 ms,35.1 ms,98.8 ms,97.8 ms,97.8 ms,97.9 ms
